index,url
113,https://en.wikipedia.org/wiki/Polar_exploration
114,https://en.wikipedia.org/wiki/Daniel_Snowman
115,https://en.wikipedia.org/wiki/Urology
116,https://en.wikipedia.org/wiki/Latin
117,https://en.wikipedia.org/wiki/Hypothesis_(disambiguation)
118,https://en.wikipedia.org/wiki/Hypothetical_(disambiguation)
119,https://en.wikipedia.org/wiki/Andreas_Cellarius
120,https://en.wikipedia.org/wiki/Orbit
121,https://en.wikipedia.org/wiki/Explanation
122,https://en.wikipedia.org/wiki/Phenomenon
123,https://en.wikipedia.org/wiki/Scientific_method
124,https://en.wikipedia.org/wiki/Observations
125,https://en.wikipedia.org/wiki/List_of_science_magazines
126,https://en.wikipedia.org/wiki/Tom_Margerison
127,https://en.wikipedia.org/wiki/Max_Raison
128,https://en.wikipedia.org/wiki/Daily_Mail_and_General_Trust
129,https://en.wikipedia.org/wiki/British_English
130,https://en.wikipedia.org/wiki/ISSN_(identifier)
131,https://en.wikipedia.org/wiki/Popular_science
132,https://en.wikipedia.org/wiki/Magazine
133,https://en.wikipedia.org/wiki/Karl_Gustav_Jung
134,https://en.wikipedia.org/wiki/Jung_(disambiguation)
135,https://en.wikipedia.org/wiki/Kesswil
136,https://en.wikipedia.org/wiki/K%C3%BCsnacht
137,https://en.wikipedia.org/wiki/University_of_Basel
138,https://en.wikipedia.org/wiki/University_of_Zurich
139,https://en.wikipedia.org/wiki/Analytical_psychology
140,https://en.wikipedia.org/wiki/Psychological_Types
141,https://en.wikipedia.org/wiki/API
142,https://en.wikipedia.org/wiki/Apache_Spark
143,https://en.wikipedia.org/wiki/Java_language
144,https://en.wikipedia.org/wiki/Programming_library
145,https://en.wikipedia.org/wiki/POSIX_Threads
146,https://en.wikipedia.org/wiki/The_Computer_Programme
147,https://en.wikipedia.org/wiki/Source_code
148,https://en.wikipedia.org/wiki/JavaScript
149,https://en.wikipedia.org/wiki/Execution_(computing)
150,https://en.wikipedia.org/wiki/Translator_(computing)
151,https://en.wikipedia.org/wiki/Compiler
152,https://en.wikipedia.org/wiki/Compile_time
153,https://en.wikipedia.org/wiki/Optimizing_compiler
154,https://en.wikipedia.org/wiki/C_(programming_language)
155,https://en.wikipedia.org/wiki/Comment_(computer_programming)
156,https://en.wikipedia.org/wiki/Compiled
157,"https://en.wikipedia.org/wiki/%22Hello,_World!%22_program"
158,https://en.wikipedia.org/wiki/Linker_(computing)
159,https://en.wikipedia.org/wiki/Runtime_system
160,https://en.wikipedia.org/wiki/Hidden_variable_(disambiguation)
161,https://en.wikipedia.org/wiki/Subroutine
162,https://en.wikipedia.org/wiki/Expression_(programming)
163,https://en.wikipedia.org/wiki/Non-local_variable
164,https://en.wikipedia.org/wiki/Static_local_variable
165,https://en.wikipedia.org/wiki/I/O
166,https://en.wikipedia.org/wiki/Syntax_highlighting
167,https://en.wikipedia.org/wiki/Indent_style
168,https://en.wikipedia.org/wiki/Computer_language
169,https://en.wikipedia.org/wiki/Expression_(computer_science)
170,https://en.wikipedia.org/wiki/Formal_languages
171,https://en.wikipedia.org/wiki/Formal_system
172,https://en.wikipedia.org/wiki/Alphabet_(formal_languages)
173,https://en.wikipedia.org/wiki/Syntax_(logic)
174,https://en.wikipedia.org/wiki/Semantics_of_logic
175,https://en.wikipedia.org/wiki/Semantics_(computer_science)
176,https://en.wikipedia.org/wiki/Formation_rule
177,https://en.wikipedia.org/wiki/Well-formed_formula
178,https://en.wikipedia.org/wiki/Hierarchy
179,https://en.wikipedia.org/wiki/Hierarchy_(disambiguation)
180,https://en.wikipedia.org/wiki/Subordination_(disambiguation)
181,https://en.wikipedia.org/wiki/Orthogenesis
182,https://en.wikipedia.org/wiki/Ramon_Llull
183,https://en.wikipedia.org/wiki/Ancient_Greek
184,https://en.wikipedia.org/wiki/Ordinary_(officer)
185,https://en.wikipedia.org/wiki/Architecture
186,https://en.wikipedia.org/wiki/Philosophy
187,https://en.wikipedia.org/wiki/Concurrent_computing
188,https://en.wikipedia.org/wiki/Concurrent_Computer_Corporation
189,https://en.wikipedia.org/wiki/Concurrency_(computer_science)
190,https://en.wikipedia.org/wiki/Computing
191,https://en.wikipedia.org/wiki/Computation
192,https://en.wikipedia.org/wiki/Computer
193,https://en.wikipedia.org/wiki/Computer_network
194,https://en.wikipedia.org/wiki/Modular_programming
195,https://en.wikipedia.org/wiki/Promise_theory
196,https://en.wikipedia.org/wiki/Synchronization_(computer_science)
197,https://en.wikipedia.org/wiki/Daniel_P._Friedman
198,https://en.wikipedia.org/wiki/Henry_Baker_(computer_scientist)
199,https://en.wikipedia.org/wiki/Mathematical_model
200,https://en.wikipedia.org/wiki/Concurrent_computation
201,https://en.wikipedia.org/wiki/Message_(computing)
202,https://en.wikipedia.org/wiki/Private_state
203,https://en.wikipedia.org/wiki/Lock_(computer_science)
204,https://en.wikipedia.org/wiki/Actor_model_theory
205,https://en.wikipedia.org/wiki/Combinatorial
206,https://en.wikipedia.org/wiki/Artificial_intelligence
207,https://en.wikipedia.org/wiki/Operations_research
208,https://en.wikipedia.org/wiki/Constraint_(mathematics)
209,https://en.wikipedia.org/wiki/Language_primitive
210,https://en.wikipedia.org/wiki/Backtracking
211,https://en.wikipedia.org/wiki/Nelder%E2%80%93Mead_method
212,https://en.wikipedia.org/wiki/Optimization_(mathematics)
213,https://en.wikipedia.org/wiki/George_Dantzig
214,https://en.wikipedia.org/wiki/Algorithm
215,https://en.wikipedia.org/wiki/Linear_programming
216,https://en.wikipedia.org/wiki/Simplex
217,https://en.wikipedia.org/wiki/Theodore_Motzkin
218,https://en.wikipedia.org/wiki/Cone_(geometry)
219,https://en.wikipedia.org/wiki/Traffic_flow_(computer_networking)
220,https://en.wikipedia.org/wiki/Data_flow_diagram
221,https://en.wikipedia.org/wiki/Dataflow_architecture
222,https://en.wikipedia.org/wiki/DataFlow_Group
223,https://en.wikipedia.org/wiki/Software_architecture
224,https://en.wikipedia.org/wiki/Stream_processing
225,https://en.wikipedia.org/wiki/Reactive_programming
226,https://en.wikipedia.org/wiki/Object-orientation
227,https://en.wikipedia.org/wiki/Object-oriented_analysis_and_design
228,https://en.wikipedia.org/wiki/Object-oriented_database
229,https://en.wikipedia.org/wiki/Object-oriented_operating_system
230,https://en.wikipedia.org/wiki/Object-oriented_role_analysis_and_modeling
231,https://en.wikipedia.org/wiki/Object-oriented_modeling
232,https://en.wikipedia.org/wiki/Object-oriented_user_interface
233,https://en.wikipedia.org/wiki/Object-oriented_ontology
234,https://en.wikipedia.org/wiki/Unified_Modeling_Language
235,https://en.wikipedia.org/wiki/UML_(disambiguation)
236,https://en.wikipedia.org/wiki/Modeling_language
237,https://en.wikipedia.org/wiki/Rational_Software
238,https://en.wikipedia.org/wiki/Object_Management_Group
239,https://en.wikipedia.org/wiki/International_Organization_for_Standardization
240,https://en.wikipedia.org/wiki/International_Electrotechnical_Commission
241,https://en.wikipedia.org/wiki/Booch_method
242,https://en.wikipedia.org/wiki/Computer_programming
243,https://en.wikipedia.org/wiki/Symbol
244,https://en.wikipedia.org/wiki/Data_(computer_science)
245,https://en.wikipedia.org/wiki/Value_(computer_science)
246,https://en.wikipedia.org/wiki/Data_type
247,https://en.wikipedia.org/wiki/Integer_(computer_science)
248,https://en.wikipedia.org/wiki/Floating-point_arithmetic
249,https://en.wikipedia.org/wiki/Procedure_(computer_science)
250,https://en.wikipedia.org/wiki/Message_passing
251,https://en.wikipedia.org/wiki/Interface_(object-oriented_programming)
252,https://en.wikipedia.org/wiki/Property_(programming)
253,https://en.wikipedia.org/wiki/Class-based_programming
254,https://en.wikipedia.org/wiki/Class_(computer_science)
255,https://en.wikipedia.org/wiki/Software_development
256,https://en.wikipedia.org/wiki/Entity
257,https://en.wikipedia.org/wiki/Behavior
258,https://en.wikipedia.org/wiki/Identity_(object-oriented_programming)
259,https://en.wikipedia.org/wiki/Model
260,https://en.wikipedia.org/wiki/Reality
261,https://en.wikipedia.org/wiki/Invention
262,https://en.wikipedia.org/wiki/Scientific_Data_(journal)
263,https://en.wikipedia.org/wiki/Data_(disambiguation)
264,https://en.wikipedia.org/wiki/Datum_(disambiguation)
265,https://en.wikipedia.org/wiki/Epistemology
266,https://en.wikipedia.org/wiki/Outline_of_epistemology
267,https://en.wikipedia.org/wiki/Coherentism
268,https://en.wikipedia.org/wiki/Contextualism
269,https://en.wikipedia.org/wiki/Data_hierarchy
270,https://en.wikipedia.org/wiki/Record_(computer_science)
271,https://en.wikipedia.org/wiki/Data_structure
272,https://en.wikipedia.org/wiki/Declaration_(computer_programming)
273,https://en.wikipedia.org/wiki/Identifier
274,https://en.wikipedia.org/wiki/Random_number_generation
275,https://en.wikipedia.org/wiki/L-system
276,https://en.wikipedia.org/wiki/Computer_graphics
277,https://en.wikipedia.org/wiki/Procedural_texture
278,https://en.wikipedia.org/wiki/3D_models
279,https://en.wikipedia.org/wiki/Terragen
280,https://en.wikipedia.org/wiki/Function_(disambiguation)
281,https://en.wikipedia.org/wiki/Software_logic
282,https://en.wikipedia.org/wiki/Interface_(computing)
283,https://en.wikipedia.org/wiki/Cognitive_load
284,https://en.wikipedia.org/wiki/Abstraction
285,https://en.wikipedia.org/wiki/Programmer
286,https://en.wikipedia.org/wiki/Multi-paradigm_programming_language
287,https://en.wikipedia.org/wiki/Generic_programming
288,https://en.wikipedia.org/wiki/Array_programming
289,https://en.wikipedia.org/wiki/Algol_(disambiguation)
290,https://en.wikipedia.org/wiki/Software_design
291,https://en.wikipedia.org/wiki/Friedrich_Ludwig_Bauer
292,https://en.wikipedia.org/wiki/Hermann_Bottenbruch
293,https://en.wikipedia.org/wiki/CODASYL
294,https://en.wikipedia.org/wiki/Jean_E._Sammet
295,https://en.wikipedia.org/wiki/Computer_science_(disambiguation)
296,https://en.wikipedia.org/wiki/Programming_language_theory
297,https://en.wikipedia.org/wiki/Computer_architecture
298,https://en.wikipedia.org/wiki/Computational_complexity_theory
299,https://en.wikipedia.org/wiki/History_of_computer_science
300,https://en.wikipedia.org/wiki/Outline_of_computer_science
301,https://en.wikipedia.org/wiki/Glossary_of_computer_science
302,https://en.wikipedia.org/wiki/Software_(disambiguation)
303,https://en.wikipedia.org/wiki/Machine_language
304,https://en.wikipedia.org/wiki/High-level_programming_language
305,https://en.wikipedia.org/wiki/Ada_(programming_language)
306,https://en.wikipedia.org/wiki/Algol_60
307,https://en.wikipedia.org/wiki/Information_technology
308,https://en.wikipedia.org/wiki/State_space
309,https://en.wikipedia.org/wiki/Discrete_system
310,https://en.wikipedia.org/wiki/Countable
311,https://en.wikipedia.org/wiki/Finite_set
312,https://en.wikipedia.org/wiki/Digital_logic
313,https://en.wikipedia.org/wiki/Automata_theory
314,https://en.wikipedia.org/wiki/Lets_(disambiguation)
315,https://en.wikipedia.org/wiki/Grammatical_mood
316,https://en.wikipedia.org/wiki/Verb
317,https://en.wikipedia.org/wiki/English_grammar
318,https://en.wikipedia.org/wiki/Grammatical_person
319,https://en.wikipedia.org/wiki/Cohortative
320,https://en.wikipedia.org/wiki/Jussive
321,https://en.wikipedia.org/wiki/List_of_glossing_abbreviations
322,https://en.wikipedia.org/wiki/Universal_grammar
323,https://en.wikipedia.org/wiki/Language
324,https://en.wikipedia.org/wiki/Language_change
325,https://en.wikipedia.org/wiki/Spoken_language
326,https://en.wikipedia.org/wiki/Sign_language
327,https://en.wikipedia.org/wiki/Constructed_language
328,https://en.wikipedia.org/wiki/Formal_language
329,https://en.wikipedia.org/wiki/System_call
330,https://en.wikipedia.org/wiki/Command-line_interface
331,https://en.wikipedia.org/wiki/Scripting_language
332,https://en.wikipedia.org/wiki/Network_protocol
333,https://en.wikipedia.org/wiki/Graphical_user_interface
334,https://en.wikipedia.org/wiki/Mathematics
335,https://en.wikipedia.org/wiki/Function_(mathematics)
336,https://en.wikipedia.org/wiki/Domain_of_a_function
337,https://en.wikipedia.org/wiki/Range_of_a_function
338,https://en.wikipedia.org/wiki/Abstraction_(mathematics)
339,https://en.wikipedia.org/wiki/Parentheses
340,https://en.wikipedia.org/wiki/Juxtaposition
341,https://en.wikipedia.org/wiki/Currying
342,https://en.wikipedia.org/wiki/Object_composition
343,https://en.wikipedia.org/wiki/Function_composition
344,https://en.wikipedia.org/wiki/First-class_function
345,https://en.wikipedia.org/wiki/Factoring_(computer_science)
346,https://en.wikipedia.org/wiki/Code_reuse
347,https://en.wikipedia.org/wiki/Domain_knowledge
348,https://en.wikipedia.org/wiki/Programming_language_implementation
349,https://en.wikipedia.org/wiki/Tree_(abstract_data_type)
350,https://en.wikipedia.org/wiki/Tree_(graph_theory)
351,https://en.wikipedia.org/wiki/Trie
352,https://en.wikipedia.org/wiki/Abstract_data_type
353,https://en.wikipedia.org/wiki/Tree_structure
354,https://en.wikipedia.org/wiki/Node_(computer_science)
355,https://en.wikipedia.org/wiki/Recursion
356,https://en.wikipedia.org/wiki/Tree_traversal
357,https://en.wikipedia.org/wiki/Flow_control_(data)
358,https://en.wikipedia.org/wiki/Do_while_loop
359,https://en.wikipedia.org/wiki/Foreach_loop
360,https://en.wikipedia.org/wiki/Infinite_loop
361,https://en.wikipedia.org/wiki/Boolean_data_type
362,https://en.wikipedia.org/wiki/Dynamic_dispatch
363,https://en.wikipedia.org/wiki/Run_time_(program_lifecycle_phase)
364,https://en.wikipedia.org/wiki/Iteration
365,https://en.wikipedia.org/wiki/Block_programming
366,https://en.wikipedia.org/wiki/Visual_programming_language
367,https://en.wikipedia.org/wiki/Nesting_(computing)
368,https://en.wikipedia.org/wiki/Ray_tracing_(graphics)
369,https://en.wikipedia.org/wiki/Reflection_(physics)
370,https://en.wikipedia.org/wiki/Mirror
371,https://en.wikipedia.org/wiki/Environment_mapping
372,https://en.wikipedia.org/wiki/3D_rendering
373,https://en.wikipedia.org/wiki/Path_tracing
374,https://en.wikipedia.org/wiki/Image_and_object_order_rendering
375,https://en.wikipedia.org/wiki/Thread_(computing)
376,https://en.wikipedia.org/wiki/Scheduling_(computing)
377,https://en.wikipedia.org/wiki/Preemption_(computing)
378,https://en.wikipedia.org/wiki/Context_switch
379,https://en.wikipedia.org/wiki/Instance_(computer_science)
380,https://en.wikipedia.org/wiki/Virtual_machine
381,https://en.wikipedia.org/wiki/Type_introspection
382,https://en.wikipedia.org/wiki/Reflection_(computer_programming)
383,https://en.wikipedia.org/wiki/Java_(programming_language)
384,https://en.wikipedia.org/wiki/Motorola
385,https://en.wikipedia.org/wiki/MC6800
386,https://en.wikipedia.org/wiki/Unstructured_programming
387,https://en.wikipedia.org/wiki/Metaprogramming
388,https://en.wikipedia.org/wiki/Macro_(computer_science)
389,https://en.wikipedia.org/wiki/Instruction_(computer_science)
390,https://en.wikipedia.org/wiki/Instruction_path_length
391,https://en.wikipedia.org/wiki/Computer_performance
392,https://en.wikipedia.org/wiki/Duplicate_code
393,https://en.wikipedia.org/wiki/Software_maintenance
394,https://en.wikipedia.org/wiki/Compiled_language
395,https://en.wikipedia.org/wiki/Interpreter_(computing)
396,https://en.wikipedia.org/wiki/Bytecode
397,https://en.wikipedia.org/wiki/ANTLR
398,https://en.wikipedia.org/wiki/Flex_lexical_analyser
399,https://en.wikipedia.org/wiki/GNU_bison
400,https://en.wikipedia.org/wiki/Lex_(software)
